year,country of asylum,country of origin,population type,begin year total,end year total
2015,SYR,TJK,REF,,*
2015,SYR,TUN,REF,6,6
2015,SYR,TUR,REF,5,6
2015,SYR,UZB,REF,0,0
2015,SYR,YEM,REF,59,52
2015,TAN,BDI,REF,34313,155755
2015,TAN,COD,REF,53881,55803
2015,TAN,SOM,REF,150,150
2015,TAN,VAR,REF,148,137
2015,TCI,COL,REF,*,*
2015,TCI,CUB,REF,*,*
2015,THA,AFG,REF,8,16
2015,THA,ARE,REF,*,*
2015,THA,CAM,REF,65,82
2015,THA,CHI,REF,76,112
2015,THA,COD,REF,20,23
2015,THA,ERT,REF,*,0
2015,THA,ETH,REF,*,5
2015,THA,GAZ,REF,269,409
2015,THA,GUI,REF,*,*
2015,THA,ICO,REF,20,19
2015,THA,IRN,REF,37,31
2015,THA,IRQ,REF,58,75
2015,THA,JOR,REF,*,5
2015,THA,KUW,REF,*,*
2015,THA,LAO,REF,*,*
2015,THA,LBR,REF,*,*
2015,THA,LKA,REF,159,152
2015,THA,MOR,REF,,*
2015,THA,MYA,REF,73762,53233
2015,THA,MYA,REF-like,55101,53116
2015,THA,NEP,REF,12,11
2015,THA,NIG,REF,*,*
2015,THA,PAK,REF,362,554
2015,THA,RWA,REF,*,*
2015,THA,SAU,REF,*,*
2015,THA,SOM,REF,72,81
2015,THA,SRV,REF,99,201
2015,THA,STA,REF,*,0
2015,THA,SUD,REF,*,7
2015,THA,SYR,REF,82,95
2015,THA,TAN,REF,,*
2015,THA,TOG,REF,5,5
2015,THA,TUR,REF,0,0
2015,THA,UAE,REF,,*
2015,THA,UGA,REF,,*
2015,THA,UZB,REF,*,*
2015,THA,YEM,REF,*,5
2015,THA,ZIM,REF,*,0
2015,TJK,AFG,REF,1975,1950
2015,TJK,IRN,REF,*,5
2015,TJK,IRQ,REF,*,*
2015,TJK,KGZ,REF,36,0
2015,TJK,PAK,REF,6,8
2015,TJK,UKR,REF,,*
2015,TJK,UZB,REF,*,*
2015,TKM,AFG,REF,19,18
2015,TKM,ARM,REF,0,0
2015,TKM,AZE,REF,15,7
2015,TKM,RUS,REF,*,*
2015,TOG,BDI,REF,*,*
2015,TOG,BEN,REF,0,0
2015,TOG,CAR,REF,337,476
2015,TOG,CHD,REF,20,19
2015,TOG,COB,REF,42,34
2015,TOG,COD,REF,101,109
2015,TOG,GHA,REF,18444,18476
2015,TOG,ICO,REF,2558,2516
2015,TOG,IRQ,REF,5,5
2015,TOG,LBR,REF-like,,0
2015,TOG,LBY,REF,*,*
2015,TOG,LKA,REF,*,*
2015,TOG,MLI,REF,39,85
2015,TOG,NIG,REF,8,8
2015,TOG,RWA,REF,214,211
2015,TOG,SOM,REF,*,*
2015,TOG,SRB,REF,*,*
2015,TOG,SUD,REF,*,*
2015,TOG,SYR,REF,0,*
2015,TON,COD,REF,0,
2015,TON,STA,REF,0,
2015,TRT,ARE,REF,*,0
2015,TRT,BGD,REF,8,10
2015,TRT,CMR,REF,*,0
2015,TRT,COD,REF,0,0
2015,TRT,COL,REF,8,12
2015,TRT,CUB,REF,36,41
2015,TRT,GAM,REF,*,0
2015,TRT,GHA,REF,*,*
2015,TRT,HAI,REF,*,*
2015,TRT,ICO,REF,*,*
2015,TRT,JAM,REF,*,5
2015,TRT,KEN,REF,0,0
2015,TRT,LBR,REF,*,*
2015,TRT,LKA,REF,*,*
2015,TRT,MEX,REF,6,6
2015,TRT,NIG,REF,*,5
2015,TRT,PAK,REF,*,*
2015,TRT,PHI,REF,,0
2015,TRT,SYR,REF,8,22
2015,TRT,UKR,REF,,*
2015,TUN,ALG,REF,15,13
2015,TUN,ARE,REF,0,0
2015,TUN,BDI,REF,*,*
2015,TUN,BEN,REF,,*
2015,TUN,BUL,REF,*,0
2015,TUN,CAR,REF,*,5
2015,TUN,CHD,REF,*,0
2015,TUN,CMR,REF,*,*
2015,TUN,COD,REF,8,*
2015,TUN,ERT,REF,43,9
2015,TUN,ETH,REF,19,5
2015,TUN,GAM,REF,*,*
2015,TUN,GAZ,REF,42,35
2015,TUN,GUI,REF,0,0
2015,TUN,ICO,REF,7,*
2015,TUN,IND,REF,,0
2015,TUN,IRN,REF,5,*
2015,TUN,IRQ,REF,17,13
2015,TUN,LBY,REF,*,0
2015,TUN,MLI,REF,*,*
2015,TUN,MOR,REF,,0
2015,TUN,OMN,REF,*,*
2015,TUN,PAK,REF,,0
2015,TUN,POL,REF,0,0
2015,TUN,RWA,REF,6,6
2015,TUN,SEN,REF,,*
2015,TUN,SOM,REF,81,13
2015,TUN,SUD,REF,84,51
2015,TUN,SYR,REF,558,499
2015,TUN,TIB,REF,*,0
2015,TUR,AFG,REF,4188,3846
2015,TUR,ALG,REF,*,*
2015,TUR,ARE,REF,22,30
2015,TUR,ARM,REF,*,*
2015,TUR,ARM,REF,,0
2015,TUR,AZE,REF,5,*
2015,TUR,BDI,REF,*,*
2015,TUR,BGD,REF,*,*
2015,TUR,CAR,REF,*,*
2015,TUR,CHD,REF,*,0
2015,TUR,CHI,REF,16,14
2015,TUR,CMR,REF,9,8
2015,TUR,COB,REF,10,9
2015,TUR,COD,REF,62,51
2015,TUR,CUB,REF,*,*
2015,TUR,ERT,REF,59,82
2015,TUR,ETH,REF,98,92
2015,TUR,GAZ,REF,849,906
2015,TUR,GUI,REF,8,7
2015,TUR,ICO,REF,23,22
2015,TUR,IND,REF,,0
2015,TUR,INS,REF,,*
2015,TUR,IRN,REF,3388,5262
2015,TUR,IRQ,REF,17542,24135
2015,TUR,JOR,REF,27,26
2015,TUR,KAZ,REF,0,0
2015,TUR,KEN,REF,*,*
2015,TUR,KGZ,REF,204,204
2015,TUR,LBR,REF,6,*
2015,TUR,LBY,REF,10,20
2015,TUR,LEB,REF,7,7
2015,TUR,LKA,REF,15,14
2015,TUR,MAU,REF,6,7
2015,TUR,MLI,REF,6,*
2015,TUR,MOR,REF,25,32
2015,TUR,NIG,REF,6,8
2015,TUR,OMN,REF,0,0
2015,TUR,PAK,REF,28,41
2015,TUR,PHI,REF,*,*
2015,TUR,RUS,REF,5,5
2015,TUR,RWA,REF,*,0
2015,TUR,SAU,REF,*,*
2015,TUR,SEN,REF,*,*
2015,TUR,SLE,REF,*,*
2015,TUR,SOM,REF,2389,2364
2015,TUR,SSD,REF,,*
2015,TUR,STA,REF,61,94
2015,TUR,SUD,REF,217,262
2015,TUR,SYR,REF,1557899,2503549
2015,TUR,TJK,REF,18,14
2015,TUR,TKM,REF,*,*
2015,TUR,TOG,REF,*,*
2015,TUR,TUN,REF,9,8
2015,TUR,UAE,REF,*,*
2015,TUR,UGA,REF,23,22
2015,TUR,UKR,REF,,*
2015,TUR,UZB,REF,65,66
2015,TUR,VAR,REF,,0
2015,TUR,VAR,REF,,0
2015,TUR,YEM,REF,40,101
2015,UAE,AFG,REF,*,0
2015,UAE,ERT,REF,,0
2015,UAE,ETH,REF,6,7
2015,UAE,GAZ,REF,*,*
2015,UAE,IRN,REF,*,*
2015,UAE,IRQ,REF,348,589
2015,UAE,LKA,REF,0,0
2015,UAE,PAK,REF,0,0
2015,UAE,SOM,REF,21,21
2015,UAE,STA,REF,,*
2015,UAE,SUD,REF,6,5
2015,UAE,SYR,REF,28,36
2015,UGA,ARE,REF,5,0
2015,UGA,BDI,REF,11903,26256
2015,UGA,CAN,REF,0,*
2015,UGA,CAR,REF,14,13
2015,UGA,CHD,REF,5,5
2015,UGA,CMR,REF,0,0
2015,UGA,COB,REF,0,*
2015,UGA,COD,REF,178217,201782
2015,UGA,COI,REF,*,*
2015,UGA,ERT,REF,2600,3401
2015,UGA,ETH,REF,1265,1495
2015,UGA,GAZ,REF,*,0
2015,UGA,IRN,REF,*,*
2015,UGA,IRQ,REF,0,0
2015,UGA,KEN,REF,1274,289
2015,UGA,LBR,REF,*,*
2015,UGA,LBY,REF,0,0
2015,UGA,MLW,REF,*,*
2015,UGA,NIG,REF,*,0
2015,UGA,PAK,REF,38,135
2015,UGA,RWA,REF,14312,14714
2015,UGA,SEN,REF,*,*
2015,UGA,SLE,REF,0,0
2015,UGA,SOM,REF,17010,27720
2015,UGA,SSD,REF,157053,199359
2015,UGA,SUD,REF,1802,1992
2015,UGA,SYR,REF,*,6
2015,UGA,TAN,REF,*,*
2015,UGA,YEM,REF,*,*
2015,UGA,ZAM,REF,*,*
2015,UKR,AFG,REF,1544,1520
2015,UKR,ALG,REF,*,*
2015,UKR,ANG,REF,30,29
2015,UKR,ARE,REF,*,*
2015,UKR,ARM,REF,201,200
2015,UKR,AZE,REF,176,169
2015,UKR,BDI,REF,6,6
2015,UKR,BGD,REF,6,*
2015,UKR,BKF,REF,*,*
2015,UKR,BLR,REF,21,20
2015,UKR,BSN,REF,*,*
2015,UKR,CHD,REF,7,7
2015,UKR,CHI,REF,*,*
2015,UKR,CMR,REF,*,*
2015,UKR,COB,REF,21,21
2015,UKR,COD,REF,66,69
2015,UKR,ERT,REF,17,19
2015,UKR,ETH,REF,16,18
2015,UKR,GAM,REF,*,*
2015,UKR,GAZ,REF,38,38
2015,UKR,GEO,REF,62,60
2015,UKR,GNB,REF,*,*
2015,UKR,GUI,REF,5,5
2015,UKR,ICO,REF,*,*
2015,UKR,IND,REF,*,*
2015,UKR,IRN,REF,57,57
2015,UKR,IRQ,REF,81,86
2015,UKR,JOR,REF,*,*
2015,UKR,KAZ,REF,10,10
2015,UKR,KGZ,REF,7,10
2015,UKR,LBR,REF,*,*
2015,UKR,LBY,REF,*,*
2015,UKR,LEB,REF,6,7
2015,UKR,LKA,REF,10,9
2015,UKR,MAD,REF,*,*
2015,UKR,MLI,REF,*,*
2015,UKR,MOZ,REF,*,*
2015,UKR,NEP,REF,*,*
2015,UKR,NIG,REF,5,5
2015,UKR,PAK,REF,6,9
2015,UKR,RUS,REF,104,116
2015,UKR,RWA,REF,*,*
2015,UKR,SAU,REF,*,*
2015,UKR,SLE,REF,5,5
2015,UKR,SOM,REF,118,115
2015,UKR,SRB,REF,5,5
2015,UKR,SRV,REF,5,5
2015,UKR,STA,REF,47,53
2015,UKR,SUD,REF,59,62
2015,UKR,SYR,REF,341,399
2015,UKR,TJK,REF,9,14
2015,UKR,TKM,REF,10,8
2015,UKR,TOG,REF,*,*
2015,UKR,TON,REF,*,*
2015,UKR,TUR,REF,13,11
2015,UKR,UGA,REF,*,*
2015,UKR,UZB,REF,62,59
2015,UKR,YEM,REF,,*
2015,UKR,ZIM,REF,*,*
2015,URU,BLR,REF,*,*
2015,URU,BOL,REF,*,*
2015,URU,CHL,REF,*,*
2015,URU,CMR,REF,8,8
2015,URU,COB,REF,*,*
2015,URU,COL,REF,130,140
2015,URU,CUB,REF,6,8
2015,URU,ECU,REF,7,7
2015,URU,GAZ,REF,*,*
2015,URU,GEO,REF,*,*
2015,URU,GHA,REF,*,*
2015,URU,ICO,REF,*,*
2015,URU,IRQ,REF,*,*
2015,URU,KAZ,REF,*,*
2015,URU,LBR,REF,*,*
2015,URU,LTU,REF,*,*
2015,URU,LVA,REF,5,5
2015,URU,MEX,REF,*,*
2015,URU,NIG,REF,10,11
2015,URU,PER,REF,8,8
2015,URU,RUS,REF,11,11
2015,URU,SAL,REF,*,*
2015,URU,SLE,REF,*,*
2015,URU,SOM,REF,*,*
2015,URU,SUD,REF,*,*
2015,URU,SYR,REF,48,58
2015,URU,TUN,REF,*,*
2015,URU,UKR,REF,11,11
2015,URU,VEN,REF,*,*
2015,URU,ZIM,REF,*,*
2015,USA,AFG,REF,1210,1361
2015,USA,ALB,REF,2751,2194
2015,USA,ALG,REF,172,145
2015,USA,AND,REF,*,*
2015,USA,ANG,REF,122,133
2015,USA,ANT,REF,*,*
2015,USA,ARE,REF,10047,10852
2015,USA,ARG,REF,85,73
2015,USA,ARM,REF,2816,2440
2015,USA,AUL,REF,*,*
2015,USA,AUS,REF,5,*
2015,USA,AZE,REF,384,339
2015,USA,BAH,REF,41,44
2015,USA,BAR,REF,*,*
2015,USA,BDI,REF,563,652
2015,USA,BEL,REF,42,
2015,USA,BEN,REF,76,85
2015,USA,BGD,REF,1096,1121
2015,USA,BHS,REF,185,180
2015,USA,BHU,REF,57,58
2015,USA,BKF,REF,827,929
2015,USA,BLR,REF,1923,1804
2015,USA,BOL,REF,118,110
2015,USA,BOT,REF,5,37
2015,USA,BRA,REF,656,627
2015,USA,BSN,REF,175,151
2015,USA,BUL,REF,652,544
2015,USA,BZE,REF,33,38
2015,USA,CAM,REF,267,208
2015,USA,CAN,REF,49,45
2015,USA,CAR,REF,215,211
2015,USA,CAY,REF,6,6
2015,USA,CHD,REF,403,390
2015,USA,CHI,REF,71902,74020
2015,USA,CHL,REF,42,33
2015,USA,CMR,REF,5016,4530
2015,USA,COB,REF,1351,1344
2015,USA,COD,REF,817,842
2015,USA,COI,REF,6,5
2015,USA,COL,REF,10552,8043
2015,USA,COS,REF,175,174
2015,USA,CUB,REF,578,476
2015,USA,CUW,REF,35,35
2015,USA,CYP,REF,*,*
2015,USA,CZE,REF,23,20
2015,USA,DJB,REF,165,224
2015,USA,DMA,REF,12,12
2015,USA,DOM,REF,100,114
2015,USA,ECU,REF,334,579
2015,USA,EGU,REF,11,10
2015,USA,ERT,REF,3868,4085
2015,USA,EST,REF,294,279
2015,USA,ETH,REF,10384,10566
2015,USA,FIJ,REF,377,339
2015,USA,FIN,REF,5,5
2015,USA,FRA,REF,29,24
2015,USA,GAB,REF,44,45
2015,USA,GAM,REF,1264,1371
2015,USA,GAZ,REF,5,5
2015,USA,GBR,REF,52,44
2015,USA,GEO,REF,496,422
2015,USA,GFR,REF,59,54
2015,USA,GHA,REF,211,262
2015,USA,GIB,REF,*,*
2015,USA,GNB,REF,30,24
2015,USA,GRE,REF,27,22
2015,USA,GRN,REF,23,23
2015,USA,GUA,REF,6098,8864
2015,USA,GUI,REF,3145,2862
2015,USA,GUY,REF,116,90
2015,USA,HAI,REF,24170,21790
2015,USA,HKG,REF,*,*
2015,USA,HON,REF,2797,4918
2015,USA,HRV,REF,59,51
2015,USA,HUN,REF,25,21
2015,USA,ICE,REF,*,
2015,USA,ICO,REF,1709,1574
2015,USA,IND,REF,4484,4581
2015,USA,INS,REF,3604,3183
2015,USA,IRE,REF,*,*
2015,USA,IRN,REF,4848,5216
2015,USA,IRQ,REF,5284,5760
2015,USA,ISR,REF,163,145
2015,USA,ITA,REF,24,22
2015,USA,JAM,REF,454,514
2015,USA,JOR,REF,377,382
2015,USA,JPN,REF,11,9
2015,USA,KAZ,REF,594,628
2015,USA,KEN,REF,2305,2258
2015,USA,KGZ,REF,833,986
2015,USA,KOR,REF,27,29
2015,USA,KRN,REF,22,19
2015,USA,KUW,REF,105,107
2015,USA,LAO,REF,199,173
2015,USA,LBR,REF,1357,1266
2015,USA,LBY,REF,182,212
2015,USA,LCA,REF,9,
2015,USA,LEB,REF,434,413
2015,USA,LES,REF,5,5
2015,USA,LKA,REF,1322,1313
2015,USA,LTU,REF,47,38
2015,USA,LVA,REF,55,44
2015,USA,MAC,REF,*,*
2015,USA,MAD,REF,19,18
2015,USA,MAU,REF,1327,1174
2015,USA,MCD,REF,169,147
2015,USA,MCO,REF,*,*
2015,USA,MDA,REF,1138,1237
2015,USA,MDV,REF,8,6
2015,USA,MEX,REF,3807,4822
2015,USA,MHL,REF,*,*
2015,USA,MLI,REF,1178,1239
2015,USA,MLS,REF,114,103
2015,USA,MLW,REF,31,28
2015,USA,MNE,REF,98,102
2015,USA,MNG,REF,902,874
2015,USA,MOR,REF,118,117
2015,USA,MOZ,REF,*,*
2015,USA,MTA,REF,*,*
2015,USA,MTS,REF,25,28
2015,USA,MYA,REF,2204,1999
2015,USA,NAM,REF,43,47
2015,USA,NEP,REF,6197,6605
2015,USA,NET,REF,10,8
2015,USA,NGR,REF,163,153
2015,USA,NIC,REF,495,523
2015,USA,NIG,REF,805,908
2015,USA,NIU,REF,18,18
2015,USA,NOR,REF,*,*
2015,USA,NZL,REF,*,*
2015,USA,OMN,REF,0,*
2015,USA,PAK,REF,3009,3111
2015,USA,PAN,REF,25,23
2015,USA,PAR,REF,24,21
2015,USA,PER,REF,773,696
2015,USA,PHI,REF,197,169
2015,USA,PNG,REF,*,*
2015,USA,POL,REF,41,34
2015,USA,POR,REF,10,9
2015,USA,QAT,REF,10,10
2015,USA,ROM,REF,381,369
2015,USA,RSA,REF,72,62
2015,USA,RUS,REF,6163,5905
2015,USA,RWA,REF,1020,1048
2015,USA,SAL,REF,8256,11273
2015,USA,SAU,REF,254,293
2015,USA,SEN,REF,361,357
2015,USA,SEY,REF,8,*
2015,USA,SIN,REF,19,17
2015,USA,SLE,REF,710,634
2015,USA,SOM,REF,2263,2313
2015,USA,SPA,REF,13,11
2015,USA,SRB,REF,1596,1396
2015,USA,SRV,REF,270,
2015,USA,SSD,REF,*,*
2015,USA,STA,REF,817,703
2015,USA,STK,REF,*,*
2015,USA,SUD,REF,1347,1362
2015,USA,SUR,REF,9,11
2015,USA,SVK,REF,17,13
2015,USA,SVN,REF,7,5
2015,USA,SWA,REF,*,*
2015,USA,SWE,REF,8,8
2015,USA,SWI,REF,*,*
2015,USA,SYR,REF,4750,5651
2015,USA,TAN,REF,164,146
2015,USA,TCI,REF,15,14
2015,USA,THA,REF,27,26
2015,USA,TJK,REF,224,250
2015,USA,TKM,REF,246,221
2015,USA,TOG,REF,1206,883
2015,USA,TON,REF,*,
2015,USA,TRT,REF,62,62
2015,USA,TUN,REF,44,44
2015,USA,TUR,REF,419,418
2015,USA,UAE,REF,38,42
2015,USA,UGA,REF,1178,1231
2015,USA,UKR,REF,1424,1486
2015,USA,URU,REF,8,6
2015,USA,UZB,REF,1497,1431
2015,USA,VAR,REF,,2900
2015,USA,VAR,REF,2521,
2015,USA,VCT,REF,5,31
2015,USA,VEN,REF,6693,6193
2015,USA,YEM,REF,410,457
2015,USA,ZAM,REF,70,54
2015,USA,ZIM,REF,1492,1316
2015,UZB,AFG,REF,123,106
2015,UZB,AZE,REF,*,*
2015,VAN,IRN,REF,0,
2015,VAN,IRQ,REF,0,
2015,VEN,AFG,REF,*,*
2015,VEN,BDI,REF,*,*
2015,VEN,CHI,REF,0,0
2015,VEN,CHL,REF,5,5
2015,VEN,COB,REF,*,*
2015,VEN,COL,REF,4971,6613
2015,VEN,COL,REF-like,168548,167060
2015,VEN,ECU,REF,*,*
2015,VEN,ETH,REF,*,*
2015,VEN,GAM,REF,*,*
2015,VEN,GAZ,REF,*,*
2015,VEN,GHA,REF,*,*
2015,VEN,GUA,REF,*,*
2015,VEN,GUI,REF-like,,0
2015,VEN,GUI,REF,,0
2015,VEN,HAI,REF,15,15
2015,VEN,HUN,REF,*,*
2015,VEN,ICO,REF,*,*
2015,VEN,IRQ,REF,*,*
2015,VEN,LBR,REF,*,*
2015,VEN,NIC,REF,*,*
2015,VEN,NIG,REF,*,*
2015,VEN,PAK,REF,*,*
2015,VEN,PER,REF,7,7
2015,VEN,POL,REF,*,*
2015,VEN,RWA,REF,*,*
2015,VEN,SLE,REF,*,*
2015,VEN,SRB,REF,5,5
2015,VEN,STA,REF,*,*
2015,VEN,TOG,REF,*,*
2015,VEN,TUR,REF,*,*
2015,YEM,ALG,REF,*,*
2015,YEM,ARE,REF,15,15
2015,YEM,BGD,REF,*,*
2015,YEM,CHI,REF,*,*
2015,YEM,COB,REF,0,0
2015,YEM,COD,REF,5,5
2015,YEM,DJB,REF,,*
2015,YEM,ERT,REF,1254,1278
2015,YEM,ETH,REF,5934,5645
2015,YEM,GAZ,REF,463,482
2015,YEM,ICO,REF,*,*
2015,YEM,IRN,REF,*,*
2015,YEM,IRQ,REF,3391,3404
2015,YEM,JOR,REF,11,11
2015,YEM,KRN,REF,*,*
2015,YEM,MLI,REF,*,*
2015,YEM,MYA,REF,*,*
2015,YEM,NIG,REF,,*
2015,YEM,SAU,REF,*,6
2015,YEM,SOM,REF,244204,253215
2015,YEM,SRV,REF,15,15
2015,YEM,SUD,REF,64,71
2015,YEM,SYR,REF,2276,3011
2015,YEM,TAN,REF,0,0
2015,YEM,UZB,REF,,*
2015,ZAM,AFG,REF,0,*
2015,ZAM,BDI,REF,2501,2931
2015,ZAM,COB,REF,*,*
2015,ZAM,COD,REF,18598,19293
2015,ZAM,ERT,REF,13,13
2015,ZAM,ETH,REF,55,55
2015,ZAM,GAZ,REF,5,7
2015,ZAM,GUI,REF,*,*
2015,ZAM,KEN,REF,0,0
2015,ZAM,LBR,REF,19,19
2015,ZAM,LEB,REF,6,6
2015,ZAM,MCD,REF,,*
2015,ZAM,MLI,REF,*,*
2015,ZAM,MLW,REF,*,*
2015,ZAM,NAM,REF,*,*
2015,ZAM,RSA,REF,*,*
2015,ZAM,RWA,REF,1904,1548
2015,ZAM,SLE,REF,*,*
2015,ZAM,SOM,REF,2314,2403
2015,ZAM,SRB,REF,*,*
2015,ZAM,SUD,REF,35,37
2015,ZAM,SYR,REF,*,6
2015,ZAM,TAN,REF,*,*
2015,ZAM,UGA,REF,105,105
2015,ZAM,ZIM,REF,6,6
2015,ZIM,ANG,REF,*,*
2015,ZIM,ARE,REF,*,*
2015,ZIM,BDI,REF,593,608
2015,ZIM,COB,REF,14,15
2015,ZIM,COD,REF,4866,5414
2015,ZIM,ERT,REF,16,15
2015,ZIM,ETH,REF,52,66
2015,ZIM,ICO,REF,9,10
2015,ZIM,LBR,REF,,*
2015,ZIM,LEB,REF,*,*
2015,ZIM,MLI,REF,*,*
2015,ZIM,MLW,REF,0,0
2015,ZIM,RSA,REF,*,*
2015,ZIM,RWA,REF,484,764
2015,ZIM,SLE,REF,*,*
2015,ZIM,SOM,REF,13,22
2015,ZIM,SUD,REF,11,11
2015,ZIM,TAN,REF,*,*
2015,ZIM,UGA,REF,8,8
2015,ZIM,ZAM,REF,0,*
